Gene	Transcript	FDR	P-Value	Number of species included	Number of Sites under positive Selection	Jalview protein alignment	Protein Alignment (interleaved)
2727793729	2727793729	1	1	15	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793729/Ramlibacter_MAG/2727793729_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793729/Ramlibacter_MAG/2727793729_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793248	2727793248	1	1	17	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793248/Ramlibacter_MAG/2727793248_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793248/Ramlibacter_MAG/2727793248_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790930	2727790930	1	1	16	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790930/Ramlibacter_MAG/2727790930_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790930/Ramlibacter_MAG/2727790930_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791722	2727791722	1	1	16	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791722/Ramlibacter_MAG/2727791722_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791722/Ramlibacter_MAG/2727791722_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791094	2727791094	1	1	10	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791094/Ramlibacter_MAG/2727791094_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791094/Ramlibacter_MAG/2727791094_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794410	2727794410	1	1	13	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794410/Ramlibacter_MAG/2727794410_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794410/Ramlibacter_MAG/2727794410_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792726	2727792726	1	1	16	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792726/Ramlibacter_MAG/2727792726_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792726/Ramlibacter_MAG/2727792726_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794045	2727794045	1	1	10	18	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794045/Ramlibacter_MAG/2727794045_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794045/Ramlibacter_MAG/2727794045_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792640	2727792640	1	1	15	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792640/Ramlibacter_MAG/2727792640_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792640/Ramlibacter_MAG/2727792640_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793130	2727793130	1	1	7	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793130/Ramlibacter_MAG/2727793130_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793130/Ramlibacter_MAG/2727793130_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793701	2727793701	1	1	16	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793701/Ramlibacter_MAG/2727793701_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793701/Ramlibacter_MAG/2727793701_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794306	2727794306	1	1	9	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794306/Ramlibacter_MAG/2727794306_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794306/Ramlibacter_MAG/2727794306_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790762	2727790762	1	1	20	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790762/Ramlibacter_MAG/2727790762_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790762/Ramlibacter_MAG/2727790762_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793306	2727793306	1	1	16	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793306/Ramlibacter_MAG/2727793306_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793306/Ramlibacter_MAG/2727793306_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794294	2727794294	1	1	10	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794294/Ramlibacter_MAG/2727794294_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794294/Ramlibacter_MAG/2727794294_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794300	2727794300	1	1	8	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794300/Ramlibacter_MAG/2727794300_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794300/Ramlibacter_MAG/2727794300_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792280	2727792280	1	1	16	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792280/Ramlibacter_MAG/2727792280_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792280/Ramlibacter_MAG/2727792280_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790705	2727790705	1	1	8	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790705/Ramlibacter_MAG/2727790705_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790705/Ramlibacter_MAG/2727790705_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791550	2727791550	1	1	16	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791550/Ramlibacter_MAG/2727791550_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791550/Ramlibacter_MAG/2727791550_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792228	2727792228	1	1	16	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792228/Ramlibacter_MAG/2727792228_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792228/Ramlibacter_MAG/2727792228_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794061	2727794061	1	1	10	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794061/Ramlibacter_MAG/2727794061_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794061/Ramlibacter_MAG/2727794061_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793143	2727793143	1	1	10	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793143/Ramlibacter_MAG/2727793143_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793143/Ramlibacter_MAG/2727793143_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792389	2727792389	1	1	9	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792389/Ramlibacter_MAG/2727792389_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792389/Ramlibacter_MAG/2727792389_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791776	2727791776	1	1	18	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791776/Ramlibacter_MAG/2727791776_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791776/Ramlibacter_MAG/2727791776_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793380	2727793380	1	1	10	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793380/Ramlibacter_MAG/2727793380_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793380/Ramlibacter_MAG/2727793380_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792688	2727792688	1	1	20	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792688/Ramlibacter_MAG/2727792688_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792688/Ramlibacter_MAG/2727792688_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791087	2727791087	1	1	13	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791087/Ramlibacter_MAG/2727791087_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791087/Ramlibacter_MAG/2727791087_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793456	2727793456	1	1	13	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793456/Ramlibacter_MAG/2727793456_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793456/Ramlibacter_MAG/2727793456_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790773	2727790773	1	1	10	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790773/Ramlibacter_MAG/2727790773_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790773/Ramlibacter_MAG/2727790773_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793667	2727793667	1	1	15	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793667/Ramlibacter_MAG/2727793667_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793667/Ramlibacter_MAG/2727793667_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793071	2727793071	1	1	16	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793071/Ramlibacter_MAG/2727793071_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793071/Ramlibacter_MAG/2727793071_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791637	2727791637	1	1	16	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791637/Ramlibacter_MAG/2727791637_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791637/Ramlibacter_MAG/2727791637_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793658	2727793658	1	1	12	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793658/Ramlibacter_MAG/2727793658_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793658/Ramlibacter_MAG/2727793658_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791809	2727791809	1	1	16	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791809/Ramlibacter_MAG/2727791809_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791809/Ramlibacter_MAG/2727791809_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791632	2727791632	1	1	11	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791632/Ramlibacter_MAG/2727791632_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791632/Ramlibacter_MAG/2727791632_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792837	2727792837	1	1	15	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792837/Ramlibacter_MAG/2727792837_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792837/Ramlibacter_MAG/2727792837_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793719	2727793719	1	1	7	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793719/Ramlibacter_MAG/2727793719_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793719/Ramlibacter_MAG/2727793719_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792392	2727792392	1	1	18	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792392/Ramlibacter_MAG/2727792392_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792392/Ramlibacter_MAG/2727792392_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791836	2727791836	1	1	16	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791836/Ramlibacter_MAG/2727791836_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791836/Ramlibacter_MAG/2727791836_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791503	2727791503	1	1	7	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791503/Ramlibacter_MAG/2727791503_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791503/Ramlibacter_MAG/2727791503_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791669	2727791669	1	1	12	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791669/Ramlibacter_MAG/2727791669_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791669/Ramlibacter_MAG/2727791669_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791611	2727791611	1	1	17	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791611/Ramlibacter_MAG/2727791611_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791611/Ramlibacter_MAG/2727791611_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791825	2727791825	1	1	20	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791825/Ramlibacter_MAG/2727791825_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791825/Ramlibacter_MAG/2727791825_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790937	2727790937	1	1	16	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790937/Ramlibacter_MAG/2727790937_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790937/Ramlibacter_MAG/2727790937_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790804	2727790804	1	1	9	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790804/Ramlibacter_MAG/2727790804_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790804/Ramlibacter_MAG/2727790804_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
